Group Number,Activity,Timestamp
375,Submit results,2022-01-13 11:53:00+00:00
363,First download of assignment,2022-01-13 07:30:00+00:00
363,Revisit PM Exercise in Moodle,2022-01-13 11:06:00+00:00
363,Coordinate with Assignment Group,2022-01-13 11:28:00+00:00
363,Solve tasks together,2022-01-13 11:42:00+00:00
363,Recheck/Compare Task Results,2022-01-13 11:50:00+00:00
363,Submit results,2022-01-13 11:56:00+00:00
370,First download of assignment,2022-01-13 07:30:00+00:00
370,Revisit PM Exercise in Moodle,2022-01-13 11:08:00+00:00
370,Solve tasks together,2022-01-13 11:30:00+00:00
370,Coordinate with Assignment Group,2022-01-13 11:33:00+00:00
370,Recheck/Compare Task Results,2022-01-13 11:39:00+00:00
370,Submit results,2022-01-13 11:49:00+00:00
368,First download of assignment,2022-01-13 07:30:00+00:00
368,Revisit PM Exercise in Moodle,2022-01-13 11:24:00+00:00
368,Solve tasks individually,2022-01-13 11:56:00+00:00
368,Recheck/Compare Task Results,2022-01-13 13:05:00+00:00
368,Coordinate with Assignment Group,2022-01-13 13:07:00+00:00
368,Submit results,2022-01-13 13:12:00+00:00
372,First download of assignment,2022-01-13 07:30:00+00:00
372,Revisit PM Exercise in Moodle,2022-01-13 11:51:00+00:00
372,Coordinate with Assignment Group,2022-01-13 13:25:00+00:00
372,Solve tasks together,2022-01-13 13:39:00+00:00
372,Recheck/Compare Task Results,2022-01-13 13:45:00+00:00
372,Submit results,2022-01-13 13:55:00+00:00
367,First download of assignment,2022-01-13 07:30:00+00:00
367,Revisit PM Exercise in Moodle,2022-01-13 13:18:00+00:00
367,Coordinate with Assignment Group,2022-01-13 13:36:00+00:00
367,Solve tasks individually,2022-01-13 13:40:00+00:00
367,Recheck/Compare Task Results,2022-01-13 13:50:00+00:00
367,Redo Task(s),2022-01-13 13:58:00+00:00
367,Solve tasks individually,2022-01-13 14:05:00+00:00
367,Recheck/Compare Task Results,2022-01-13 14:12:00+00:00
367,Redo Task(s),2022-01-13 14:17:00+00:00
367,Solve tasks individually,2022-01-13 14:24:00+00:00
367,Recheck/Compare Task Results,2022-01-13 14:34:00+00:00
367,Submit results,2022-01-13 14:39:00+00:00
364,First download of assignment,2022-01-13 07:30:00+00:00
364,Revisit PM Exercise in Moodle,2022-01-13 14:25:00+00:00
364,Coordinate with Assignment Group,2022-01-13 14:54:00+00:00
364,Solve tasks together,2022-01-13 15:04:00+00:00
364,Recheck/Compare Task Results,2022-01-13 15:09:00+00:00
364,Submit results,2022-01-13 15:19:00+00:00
371,First download of assignment,2022-01-13 07:30:00+00:00
371,Revisit PM Exercise in Moodle,2022-01-13 14:38:00+00:00
371,Solve tasks together,2022-01-13 15:11:00+00:00
371,Recheck/Compare Task Results,2022-01-13 15:19:00+00:00
371,Coordinate with Assignment Group,2022-01-13 15:27:00+00:00
371,Submit results,2022-01-13 15:27:00+00:00
379,First download of assignment,2022-01-13 07:30:00+00:00
379,Revisit PM Exercise in Moodle,2022-01-13 14:43:00+00:00
379,Coordinate with Assignment Group,2022-01-13 15:16:00+00:00
379,Solve tasks together,2022-01-13 15:44:00+00:00
379,Recheck/Compare Task Results,2022-01-13 15:53:00+00:00
379,Submit results,2022-01-13 15:59:00+00:00
380,First download of assignment,2022-01-13 07:30:00+00:00
380,Revisit PM Exercise in Moodle,2022-01-13 15:31:00+00:00
380,Solve tasks together,2022-01-13 16:00:00+00:00
380,Recheck/Compare Task Results,2022-01-13 16:07:00+00:00
380,Submit results,2022-01-13 16:16:00+00:00
380,Coordinate with Assignment Group,2022-01-13 16:16:00+00:00
377,First download of assignment,2022-01-13 07:30:00+00:00
377,Revisit PM Exercise in Moodle,2022-01-13 15:47:00+00:00
377,Coordinate with Assignment Group,2022-01-13 16:20:00+00:00
377,Solve tasks together,2022-01-13 16:26:00+00:00
377,Recheck/Compare Task Results,2022-01-13 16:35:00+00:00
377,Submit results,2022-01-13 16:40:00+00:00
376,First download of assignment,2022-01-13 07:30:00+00:00
376,Revisit PM Exercise in Moodle,2022-01-13 16:28:00+00:00
376,Solve tasks individually,2022-01-13 16:42:00+00:00
376,Recheck/Compare Task Results,2022-01-13 16:47:00+00:00
376,Redo Task(s),2022-01-13 16:57:00+00:00
376,Coordinate with Assignment Group,2022-01-13 16:57:00+00:00
376,Solve tasks individually,2022-01-13 17:02:00+00:00
376,Recheck/Compare Task Results,2022-01-13 17:07:00+00:00
376,Redo Task(s),2022-01-13 17:17:00+00:00
376,Solve tasks individually,2022-01-13 17:24:00+00:00
376,Recheck/Compare Task Results,2022-01-13 17:32:00+00:00
376,Submit results,2022-01-13 17:40:00+00:00
366,First download of assignment,2022-01-13 07:30:00+00:00
366,Revisit PM Exercise in Moodle,2022-01-13 17:32:00+00:00
366,Coordinate with Assignment Group,2022-01-13 17:49:00+00:00
366,Solve tasks individually,2022-01-14 08:06:00+00:00
366,Recheck/Compare Task Results,2022-01-14 08:15:00+00:00
366,Redo Task(s),2022-01-14 08:21:00+00:00
366,Solve tasks individually,2022-01-14 08:27:00+00:00
366,Recheck/Compare Task Results,2022-01-14 08:36:00+00:00
366,Redo Task(s),2022-01-14 08:42:00+00:00
366,Solve tasks individually,2022-01-14 08:48:00+00:00
366,Recheck/Compare Task Results,2022-01-14 08:53:00+00:00
366,Submit results,2022-01-14 09:01:00+00:00
374,First download of assignment,2022-01-13 07:30:00+00:00
374,Revisit PM Exercise in Moodle,2022-01-14 08:03:00+00:00
374,Coordinate with Assignment Group,2022-01-14 08:22:00+00:00
374,Solve tasks together,2022-01-14 09:10:00+00:00
374,Recheck/Compare Task Results,2022-01-14 09:16:00+00:00
374,Submit results,2022-01-14 09:21:00+00:00
392,First download of assignment,2022-01-14 07:30:00+00:00
392,Revisit PM Exercise in Moodle,2022-01-14 08:11:00+00:00
392,Coordinate with Assignment Group,2022-01-14 08:36:00+00:00
392,Solve tasks individually,2022-01-14 08:44:00+00:00
392,Recheck/Compare Task Results,2022-01-14 08:52:00+00:00
392,Submit results,2022-01-14 08:58:00+00:00
393,First download of assignment,2022-01-14 07:30:00+00:00
393,Revisit PM Exercise in Moodle,2022-01-14 08:28:00+00:00
393,Solve tasks together,2022-01-14 08:54:00+00:00
393,Recheck/Compare Task Results,2022-01-14 09:04:00+00:00
393,Submit results,2022-01-14 09:12:00+00:00
393,Coordinate with Assignment Group,2022-01-14 09:12:00+00:00
382,First download of assignment,2022-01-14 07:30:00+00:00
382,Revisit PM Exercise in Moodle,2022-01-14 08:30:00+00:00
382,Coordinate with Assignment Group,2022-01-14 08:49:00+00:00
382,Solve tasks together,2022-01-14 09:01:00+00:00
382,Recheck/Compare Task Results,2022-01-14 09:07:00+00:00
382,Submit results,2022-01-14 09:13:00+00:00
383,First download of assignment,2022-01-14 07:30:00+00:00
383,Revisit PM Exercise in Moodle,2022-01-14 08:48:00+00:00
383,Solve tasks individually,2022-01-14 09:00:00+00:00
383,Recheck/Compare Task Results,2022-01-14 09:07:00+00:00
383,Submit results,2022-01-14 09:28:00+00:00
383,Coordinate with Assignment Group,2022-01-14 09:28:00+00:00
396,First download of assignment,2022-01-14 07:30:00+00:00
396,Revisit PM Exercise in Moodle,2022-01-14 09:16:00+00:00
396,Coordinate with Assignment Group,2022-01-14 09:35:00+00:00
396,Solve tasks together,2022-01-14 10:26:00+00:00
396,Recheck/Compare Task Results,2022-01-14 10:32:00+00:00
396,Submit results,2022-01-14 10:40:00+00:00
381,First download of assignment,2022-01-14 07:30:00+00:00
381,Revisit PM Exercise in Moodle,2022-01-14 09:23:00+00:00
381,Coordinate with Assignment Group,2022-01-14 09:46:00+00:00
381,Solve tasks together,2022-01-14 10:07:00+00:00
381,Recheck/Compare Task Results,2022-01-14 10:15:00+00:00
381,Submit results,2022-01-14 10:25:00+00:00
394,First download of assignment,2022-01-14 07:30:00+00:00
394,Revisit PM Exercise in Moodle,2022-01-14 09:41:00+00:00
394,Coordinate with Assignment Group,2022-01-14 10:05:00+00:00
394,Solve tasks together,2022-01-14 10:10:00+00:00
394,Recheck/Compare Task Results,2022-01-14 10:16:00+00:00
394,Submit results,2022-01-14 10:25:00+00:00
384,First download of assignment,2022-01-14 07:30:00+00:00
384,Revisit PM Exercise in Moodle,2022-01-14 09:59:00+00:00
384,Coordinate with Assignment Group,2022-01-14 10:24:00+00:00
384,Solve tasks individually,2022-01-14 10:34:00+00:00
384,Recheck/Compare Task Results,2022-01-14 10:41:00+00:00
384,Submit results,2022-01-14 10:46:00+00:00
399,First download of assignment,2022-01-14 07:30:00+00:00
399,Revisit PM Exercise in Moodle,2022-01-14 10:57:00+00:00
399,Solve tasks together,2022-01-14 11:35:00+00:00
399,Coordinate with Assignment Group,2022-01-14 11:40:00+00:00
399,Recheck/Compare Task Results,2022-01-14 11:44:00+00:00
399,Submit results,2022-01-14 11:50:00+00:00
401,First download of assignment,2022-01-14 07:30:00+00:00
401,Revisit PM Exercise in Moodle,2022-01-14 11:58:00+00:00
401,Solve tasks individually,2022-01-14 13:04:00+00:00
401,Recheck/Compare Task Results,2022-01-14 13:10:00+00:00
401,Redo Task(s),2022-01-14 13:20:00+00:00
401,Coordinate with Assignment Group,2022-01-14 13:35:00+00:00
401,Solve tasks individually,2022-01-14 13:36:00+00:00
401,Recheck/Compare Task Results,2022-01-14 13:46:00+00:00
401,Submit results,2022-01-14 13:55:00+00:00
390,First download of assignment,2022-01-14 07:30:00+00:00
390,Revisit PM Exercise in Moodle,2022-01-14 14:15:00+00:00
390,Coordinate with Assignment Group,2022-01-14 14:36:00+00:00
390,Solve tasks together,2022-01-14 14:47:00+00:00
390,Recheck/Compare Task Results,2022-01-14 14:53:00+00:00
390,Submit results,2022-01-14 15:02:00+00:00
385,First download of assignment,2022-01-14 07:30:00+00:00
385,Revisit PM Exercise in Moodle,2022-01-14 14:19:00+00:00
385,Coordinate with Assignment Group,2022-01-14 14:40:00+00:00
385,Solve tasks together,2022-01-14 15:24:00+00:00
385,Recheck/Compare Task Results,2022-01-14 15:32:00+00:00
385,Submit results,2022-01-14 15:39:00+00:00
388,First download of assignment,2022-01-14 07:30:00+00:00
388,Revisit PM Exercise in Moodle,2022-01-14 14:59:00+00:00
388,Solve tasks together,2022-01-14 15:33:00+00:00
388,Recheck/Compare Task Results,2022-01-14 15:39:00+00:00
388,Coordinate with Assignment Group,2022-01-14 15:47:00+00:00
388,Submit results,2022-01-14 15:48:00+00:00
397,First download of assignment,2022-01-14 07:30:00+00:00
397,Revisit PM Exercise in Moodle,2022-01-14 15:07:00+00:00
397,Coordinate with Assignment Group,2022-01-14 15:31:00+00:00
397,Solve tasks together,2022-01-14 15:39:00+00:00
397,Recheck/Compare Task Results,2022-01-14 15:47:00+00:00
397,Submit results,2022-01-14 15:55:00+00:00
386,First download of assignment,2022-01-14 07:30:00+00:00
386,Revisit PM Exercise in Moodle,2022-01-14 15:40:00+00:00
386,Coordinate with Assignment Group,2022-01-14 15:57:00+00:00
386,Solve tasks individually,2022-01-14 16:16:00+00:00
386,Recheck/Compare Task Results,2022-01-14 16:21:00+00:00
386,Submit results,2022-01-14 16:30:00+00:00
389,First download of assignment,2022-01-14 07:30:00+00:00
389,Revisit PM Exercise in Moodle,2022-01-14 16:11:00+00:00
389,Coordinate with Assignment Group,2022-01-14 16:28:00+00:00
389,Solve tasks individually,2022-01-14 16:58:00+00:00
389,Recheck/Compare Task Results,2022-01-14 17:04:00+00:00
389,Submit results,2022-01-14 17:12:00+00:00
398,First download of assignment,2022-01-14 07:30:00+00:00
398,Revisit PM Exercise in Moodle,2022-01-14 16:51:00+00:00
398,Coordinate with Assignment Group,2022-01-14 17:22:00+00:00
398,Solve tasks together,2022-01-14 17:32:00+00:00
398,Recheck/Compare Task Results,2022-01-14 17:41:00+00:00
398,Redo Task(s),2022-01-14 17:50:00+00:00
398,Solve tasks together,2022-01-17 08:03:00+00:00
398,Recheck/Compare Task Results,2022-01-17 08:12:00+00:00
398,Submit results,2022-01-17 08:17:00+00:00
395,First download of assignment,2022-01-14 07:30:00+00:00
395,Revisit PM Exercise in Moodle,2022-01-14 17:12:00+00:00
395,Coordinate with Assignment Group,2022-01-14 17:58:00+00:00
395,Solve tasks together,2022-01-17 08:08:00+00:00
395,Recheck/Compare Task Results,2022-01-17 08:16:00+00:00
395,Submit results,2022-01-17 08:22:00+00:00
400,First download of assignment,2022-01-14 07:30:00+00:00
400,Revisit PM Exercise in Moodle,2022-01-14 17:28:00+00:00
400,Solve tasks together,2022-01-14 17:53:00+00:00
400,Recheck/Compare Task Results,2022-01-14 17:58:00+00:00
400,Coordinate with Assignment Group,2022-01-17 08:02:00+00:00
400,Submit results,2022-01-17 08:04:00+00:00
387,First download of assignment,2022-01-14 07:30:00+00:00
387,Revisit PM Exercise in Moodle,2022-01-14 17:40:00+00:00
387,Solve tasks together,2022-01-17 08:21:00+00:00
387,Recheck/Compare Task Results,2022-01-17 08:28:00+00:00
387,Coordinate with Assignment Group,2022-01-17 08:28:00+00:00
387,Submit results,2022-01-17 08:33:00+00:00
391,First download of assignment,2022-01-14 07:30:00+00:00
391,Revisit PM Exercise in Moodle,2022-01-14 17:59:00+00:00
391,Coordinate with Assignment Group,2022-01-17 08:41:00+00:00
391,Solve tasks together,2022-01-17 08:44:00+00:00
391,Recheck/Compare Task Results,2022-01-17 08:50:00+00:00
391,Submit results,2022-01-17 08:56:00+00:00
409,First download of assignment,2022-01-17 07:30:00+00:00
409,Revisit PM Exercise in Moodle,2022-01-17 08:31:00+00:00
409,Coordinate with Assignment Group,2022-01-17 08:53:00+00:00
409,Solve tasks together,2022-01-17 09:38:00+00:00
409,Recheck/Compare Task Results,2022-01-17 09:46:00+00:00
409,Submit results,2022-01-17 09:53:00+00:00
402,First download of assignment,2022-01-17 07:30:00+00:00
402,Revisit PM Exercise in Moodle,2022-01-17 08:49:00+00:00
402,Coordinate with Assignment Group,2022-01-17 09:04:00+00:00
402,Solve tasks individually,2022-01-17 09:13:00+00:00
402,Recheck/Compare Task Results,2022-01-17 09:19:00+00:00
402,Submit results,2022-01-17 09:29:00+00:00
403,First download of assignment,2022-01-17 07:30:00+00:00
403,Revisit PM Exercise in Moodle,2022-01-17 08:53:00+00:00
403,Solve tasks together,2022-01-17 09:14:00+00:00
403,Recheck/Compare Task Results,2022-01-17 09:24:00+00:00
403,Coordinate with Assignment Group,2022-01-17 09:34:00+00:00
403,Submit results,2022-01-17 09:34:00+00:00
405,First download of assignment,2022-01-17 07:30:00+00:00
405,Revisit PM Exercise in Moodle,2022-01-17 09:18:00+00:00
405,Solve tasks individually,2022-01-17 09:32:00+00:00
405,Recheck/Compare Task Results,2022-01-17 09:42:00+00:00
405,Submit results,2022-01-17 09:55:00+00:00
405,Coordinate with Assignment Group,2022-01-17 09:55:00+00:00
412,First download of assignment,2022-01-17 07:30:00+00:00
412,Revisit PM Exercise in Moodle,2022-01-17 10:08:00+00:00
412,Solve tasks individually,2022-01-17 10:33:00+00:00
412,Recheck/Compare Task Results,2022-01-17 10:41:00+00:00
412,Coordinate with Assignment Group,2022-01-17 10:48:00+00:00
412,Redo Task(s),2022-01-17 10:50:00+00:00
412,Solve tasks individually,2022-01-17 11:07:00+00:00
412,Recheck/Compare Task Results,2022-01-17 11:17:00+00:00
412,Submit results,2022-01-17 11:22:00+00:00
410,First download of assignment,2022-01-17 07:30:00+00:00
410,Revisit PM Exercise in Moodle,2022-01-17 10:26:00+00:00
410,Solve tasks individually,2022-01-17 10:43:00+00:00
410,Recheck/Compare Task Results,2022-01-17 10:48:00+00:00
410,Coordinate with Assignment Group,2022-01-17 10:53:00+00:00
410,Redo Task(s),2022-01-17 10:54:00+00:00
410,Solve tasks individually,2022-01-17 10:59:00+00:00
410,Recheck/Compare Task Results,2022-01-17 11:08:00+00:00
410,Redo Task(s),2022-01-17 11:13:00+00:00
410,Solve tasks individually,2022-01-17 11:26:00+00:00
410,Recheck/Compare Task Results,2022-01-17 11:33:00+00:00
410,Submit results,2022-01-17 11:38:00+00:00
414,First download of assignment,2022-01-17 07:30:00+00:00
414,Revisit PM Exercise in Moodle,2022-01-17 10:38:00+00:00
414,Solve tasks individually,2022-01-17 11:05:00+00:00
414,Recheck/Compare Task Results,2022-01-17 11:13:00+00:00
414,Coordinate with Assignment Group,2022-01-17 11:15:00+00:00
414,Redo Task(s),2022-01-17 11:22:00+00:00
414,Solve tasks individually,2022-01-17 11:27:00+00:00
414,Recheck/Compare Task Results,2022-01-17 11:37:00+00:00
414,Redo Task(s),2022-01-17 11:46:00+00:00
414,Solve tasks individually,2022-01-17 13:06:00+00:00
414,Recheck/Compare Task Results,2022-01-17 13:15:00+00:00
414,Submit results,2022-01-17 13:21:00+00:00
413,First download of assignment,2022-01-17 07:30:00+00:00
413,Revisit PM Exercise in Moodle,2022-01-17 11:17:00+00:00
413,Solve tasks together,2022-01-17 11:47:00+00:00
413,Coordinate with Assignment Group,2022-01-17 11:53:00+00:00
413,Recheck/Compare Task Results,2022-01-17 11:56:00+00:00
413,Submit results,2022-01-17 13:01:00+00:00
411,First download of assignment,2022-01-17 07:30:00+00:00
411,Revisit PM Exercise in Moodle,2022-01-17 13:05:00+00:00
411,Coordinate with Assignment Group,2022-01-17 13:52:00+00:00
411,Solve tasks together,2022-01-17 14:03:00+00:00
411,Recheck/Compare Task Results,2022-01-17 14:08:00+00:00
411,Submit results,2022-01-17 14:13:00+00:00
408,First download of assignment,2022-01-17 07:30:00+00:00
408,Revisit PM Exercise in Moodle,2022-01-17 13:21:00+00:00
408,Solve tasks together,2022-01-17 13:40:00+00:00
408,Recheck/Compare Task Results,2022-01-17 13:47:00+00:00
408,Coordinate with Assignment Group,2022-01-17 13:56:00+00:00
408,Submit results,2022-01-17 13:57:00+00:00
417,First download of assignment,2022-01-17 07:30:00+00:00
417,Revisit PM Exercise in Moodle,2022-01-17 16:16:00+00:00
417,Coordinate with Assignment Group,2022-01-17 16:36:00+00:00
417,Solve tasks together,2022-01-17 17:13:00+00:00
417,Recheck/Compare Task Results,2022-01-17 17:23:00+00:00
417,Submit results,2022-01-17 17:33:00+00:00
406,First download of assignment,2022-01-17 07:30:00+00:00
406,Revisit PM Exercise in Moodle,2022-01-17 16:23:00+00:00
406,Solve tasks together,2022-01-17 16:48:00+00:00
406,Recheck/Compare Task Results,2022-01-17 16:54:00+00:00
406,Submit results,2022-01-17 17:00:00+00:00
406,Coordinate with Assignment Group,2022-01-17 17:00:00+00:00
407,First download of assignment,2022-01-17 07:30:00+00:00
407,Revisit PM Exercise in Moodle,2022-01-17 17:09:00+00:00
407,Coordinate with Assignment Group,2022-01-17 17:27:00+00:00
407,Solve tasks together,2022-01-17 17:36:00+00:00
407,Recheck/Compare Task Results,2022-01-17 17:44:00+00:00
407,Redo Task(s),2022-01-17 17:50:00+00:00
407,Solve tasks together,2022-01-18 08:01:00+00:00
407,Recheck/Compare Task Results,2022-01-18 08:10:00+00:00
407,Submit results,2022-01-18 08:19:00+00:00
415,First download of assignment,2022-01-17 07:30:00+00:00
415,Revisit PM Exercise in Moodle,2022-01-17 17:19:00+00:00
415,Solve tasks together,2022-01-17 17:53:00+00:00
415,Recheck/Compare Task Results,2022-01-18 08:01:00+00:00
415,Coordinate with Assignment Group,2022-01-18 08:08:00+00:00
